InventoryID,ProductID,Warehouse,StockAvailable,ReorderLevel,LastRestocked,Supplier,ProductName,Category,SubCategory,CostPrice,SellingPrice,InventoryValue,Contribution,Cumulative,ABC_Category
437,437,Bengaluru,376,32,2026-05-02,Yohannan-Desai,Jacket 437,Clothing,Jacket,1763,2278.2,662888,0.21,75.16,A
169,169,Delhi,171,65,2026-07-18,Sidhu-Bakshi,Chair 169,Home,Chair,3872,6153.87,662112,0.21,75.37,A
337,337,Mumbai,193,72,2026-06-17,Ramachandran PLC,Fan 337,Home,Fan,3423,4184.25,660639,0.21,75.58,A
185,185,Mumbai,275,27,2026-07-05,"Devi, Virk and Murthy",Jacket 185,Clothing,Jacket,2393,2881.28,658075,0.21,75.79,A
500,500,Hyderabad,363,35,2026-05-13,Pal-Dugar,Tablet 500,Electronics,Tablet,1802,3375.47,654126,0.21,76.0,A
305,305,Mumbai,131,64,2026-05-28,Ben LLC,Tablet 305,Electronics,Tablet,4973,6885.85,651463,0.21,76.2,A
387,387,Bengaluru,483,27,2026-04-29,Tandon Inc,Jeans 387,Clothing,Jeans,1335,2285.45,644805,0.2,76.41,A
209,209,Bengaluru,476,71,2026-07-17,Morar-Parsa,Jacket 209,Clothing,Jacket,1340,2058.97,637840,0.2,76.61,A
279,279,Hyderabad,431,37,2026-06-13,Deo PLC,Shoes 279,Clothing,Shoes,1478,1890.63,637018,0.2,76.81,A
259,259,Delhi,239,60,2026-06-27,Kunda-Guha,Shoes 259,Clothing,Shoes,2664,3740.48,636696,0.2,77.01,A
458,458,Delhi,353,76,2026-07-06,Krish Group,Gloves 458,Sports,Gloves,1790,2758.84,631870,0.2,77.21,A
381,381,Mumbai,436,30,2026-05-27,Saran-Dara,Headphones 381,Electronics,Headphones,1447,2788.0,630892,0.2,77.41,A
74,74,Mumbai,148,78,2026-05-11,Chana-Nanda,Jeans 74,Clothing,Jeans,4248,7834.21,628704,0.2,77.61,A
239,239,Hyderabad,240,34,2026-04-28,"Wali, Bhandari and Dora",Table 239,Home,Table,2590,4709.37,621600,0.2,77.8,A
486,486,Hyderabad,202,20,2026-07-16,Sodhi-Setty,Tablet 486,Electronics,Tablet,3053,5013.15,616706,0.19,78.0,A
475,475,Hyderabad,251,50,2026-07-17,"Sura, Kalita and Hari",Table 475,Home,Table,2451,4177.09,615201,0.19,78.19,A
397,397,Delhi,132,78,2026-06-08,Sandal-Nagar,Tablet 397,Electronics,Tablet,4635,6386.15,611820,0.19,78.38,A
414,414,Bengaluru,187,70,2026-05-21,Bhasin Ltd,Phone 414,Electronics,Phone,3256,4361.78,608872,0.19,78.58,A
15,15,Delhi,142,25,2026-05-25,"Chacko, Uppal and Rana",Phone 15,Electronics,Phone,4285,8196.31,608470,0.19,78.77,A
228,228,Mumbai,391,39,2026-07-13,Agate LLC,Chair 228,Home,Chair,1551,3099.78,606441,0.19,78.96,A
468,468,Bengaluru,311,79,2026-07-16,Chatterjee LLC,Jeans 468,Clothing,Jeans,1939,2400.86,603029,0.19,79.15,A
92,92,Hyderabad,489,51,2026-06-30,Bhandari LLC,Fan 92,Home,Fan,1205,2404.42,589245,0.19,79.34,A
12,12,Mumbai,216,20,2026-06-02,Sood-Tella,Gloves 12,Sports,Gloves,2723,4298.58,588168,0.19,79.52,A
61,61,Mumbai,115,20,2026-05-14,"Garde, Guha and Rastogi",Phone 61,Electronics,Phone,4982,8121.93,572930,0.18,79.7,A
212,212,Delhi,224,48,2026-07-05,"Sha, Wadhwa and Mall",Jacket 212,Clothing,Jacket,2554,4966.91,572096,0.18,79.88,A
26,26,Hyderabad,124,29,2026-05-28,"Bhatti, Keer and Mukhopadhyay",Gloves 26,Sports,Gloves,4579,6405.67,567796,0.18,80.06,B
241,241,Delhi,498,48,2026-06-04,Salvi Group,Lamp 241,Home,Lamp,1132,2207.57,563736,0.18,80.24,B
112,112,Hyderabad,331,74,2026-05-22,Kant-Rattan,Lamp 112,Home,Lamp,1692,2075.34,560052,0.18,80.42,B
399,399,Bengaluru,125,28,2026-05-22,Dhar PLC,Helmet 399,Sports,Helmet,4475,8447.11,559375,0.18,80.59,B
410,410,Mumbai,135,77,2026-06-02,Kunda Inc,Fan 410,Home,Fan,4128,5864.33,557280,0.18,80.77,B
126,126,Delhi,237,67,2026-07-19,Dara Group,Football 126,Sports,Football,2346,4391.23,556002,0.18,80.95,B
330,330,Mumbai,424,26,2026-05-24,Sekhon Group,Headphones 330,Electronics,Headphones,1308,2238.74,554592,0.18,81.12,B
206,206,Bengaluru,408,46,2026-06-28,Kata-Sarkar,Chair 206,Home,Chair,1359,2013.27,554472,0.18,81.3,B
262,262,Delhi,290,68,2026-04-25,Goda LLC,Jeans 262,Clothing,Jeans,1892,3465.05,548680,0.17,81.47,B
179,179,Hyderabad,113,64,2026-04-22,Grewal-Butala,Shirt 179,Clothing,Shirt,4834,6348.15,546242,0.17,81.64,B
483,483,Mumbai,329,33,2026-06-30,Memon Ltd,Fan 483,Home,Fan,1659,2429.79,545811,0.17,81.81,B
114,114,Hyderabad,275,71,2026-06-08,Bhardwaj-Goyal,Jacket 114,Clothing,Jacket,1979,2898.88,544225,0.17,81.98,B
317,317,Bengaluru,270,54,2026-04-22,"Mandal, Deshmukh and Deol",Headphones 317,Electronics,Headphones,2015,3547.09,544050,0.17,82.16,B
455,455,Hyderabad,301,68,2026-05-13,Narain-Choudhry,Jacket 455,Clothing,Jacket,1786,2213.99,537586,0.17,82.33,B
452,452,Hyderabad,228,24,2026-07-03,Baral LLC,Headphones 452,Electronics,Headphones,2331,3850.9,531468,0.17,82.49,B
13,13,Hyderabad,318,24,2026-05-18,"Tella, Jha and Sachdev",Phone 13,Electronics,Phone,1647,2477.42,523746,0.17,82.66,B
333,333,Mumbai,217,20,2026-05-28,"Narayanan, Pal and Gulati",Jeans 333,Clothing,Jeans,2407,4712.4,522319,0.16,82.82,B
217,217,Hyderabad,137,42,2026-05-23,Dora-Dave,Helmet 217,Sports,Helmet,3778,6407.11,517586,0.16,82.99,B
402,402,Hyderabad,410,49,2026-04-28,Wable Inc,Jeans 402,Clothing,Jeans,1260,2471.9,516600,0.16,83.15,B
321,321,Hyderabad,156,72,2026-06-18,Gulati Ltd,Gloves 321,Sports,Gloves,3307,6560.29,515892,0.16,83.31,B
36,36,Mumbai,201,22,2026-06-24,"Brahmbhatt, Acharya and Kata",Laptop 36,Electronics,Laptop,2556,3218.21,513756,0.16,83.48,B
23,23,Bengaluru,160,59,2026-07-09,Borde Ltd,Jacket 23,Clothing,Jacket,3191,4733.0,510560,0.16,83.64,B
174,174,Hyderabad,127,20,2026-06-19,Sama-Manne,Jeans 174,Clothing,Jeans,4011,5885.8,509397,0.16,83.8,B
125,125,Mumbai,105,45,2026-06-19,Borah-Lal,Fan 125,Home,Fan,4841,8532.08,508305,0.16,83.96,B
211,211,Mumbai,140,64,2026-05-22,Tata-Pandey,Football 211,Sports,Football,3616,5634.61,506240,0.16,84.12,B
121,121,Hyderabad,109,70,2026-06-08,Bhardwaj Group,Shoes 121,Clothing,Shoes,4625,5946.47,504125,0.16,84.28,B
307,307,Delhi,418,39,2026-05-13,Patla PLC,Phone 307,Electronics,Phone,1181,2142.72,493658,0.16,84.43,B
471,471,Delhi,230,67,2026-07-16,Varghese-Srinivas,Chair 471,Home,Chair,2141,2839.3,492430,0.16,84.59,B
183,183,Hyderabad,326,34,2026-04-22,Kala and Sons,Headphones 183,Electronics,Headphones,1506,2061.74,490956,0.15,84.74,B
244,244,Bengaluru,171,65,2026-05-03,Dugar Group,Phone 244,Electronics,Phone,2859,5444.68,488889,0.15,84.9,B
187,187,Bengaluru,216,72,2026-05-04,Mandal-Naidu,Jeans 187,Clothing,Jeans,2244,3980.1,484704,0.15,85.05,B
146,146,Mumbai,141,29,2026-05-30,Verma-Yadav,Headphones 146,Electronics,Headphones,3411,6592.78,480951,0.15,85.2,B
227,227,Bengaluru,179,76,2026-07-09,Nath-Radhakrishnan,Table 227,Home,Table,2681,4970.73,479899,0.15,85.35,B
299,299,Hyderabad,361,76,2026-05-26,Ramakrishnan PLC,Tablet 299,Electronics,Tablet,1322,1818.03,477242,0.15,85.5,B
492,492,Hyderabad,298,64,2026-05-17,Pai-Edwin,Helmet 492,Sports,Helmet,1600,2259.36,476800,0.15,85.66,B
139,139,Delhi,431,38,2026-07-05,Balasubramanian-Pandya,Gloves 139,Sports,Gloves,1096,1325.02,472376,0.15,85.8,B
40,40,Mumbai,218,55,2026-07-12,Kota Ltd,Table 40,Home,Table,2136,2638.03,465648,0.15,85.95,B
78,78,Hyderabad,471,72,2026-04-28,Bobal-Hora,Chair 78,Home,Chair,988,1498.99,465348,0.15,86.1,B
355,355,Delhi,330,79,2026-06-02,Patla PLC,Jeans 355,Clothing,Jeans,1389,2712.39,458370,0.14,86.24,B
204,204,Hyderabad,173,57,2026-06-16,Puri-Andra,Cricket Bat 204,Sports,Cricket Bat,2646,4891.79,457758,0.14,86.39,B
315,315,Bengaluru,98,36,2026-06-21,Dass-Andra,Fan 315,Home,Fan,4664,8898.16,457072,0.14,86.53,B
377,377,Bengaluru,117,42,2026-05-03,Baria-Majumdar,Jacket 377,Clothing,Jacket,3893,6735.1,455481,0.14,86.68,B
236,236,Hyderabad,91,66,2026-06-29,Mody-Shan,Shoes 236,Clothing,Shoes,4973,8158.68,452543,0.14,86.82,B
499,499,Bengaluru,199,41,2026-05-27,"Hayre, Muni and Natarajan",Headphones 499,Electronics,Headphones,2258,3049.79,449342,0.14,86.96,B
38,38,Bengaluru,129,41,2026-06-23,Chatterjee PLC,Jeans 38,Clothing,Jeans,3437,4421.25,443373,0.14,87.1,B
134,134,Bengaluru,293,31,2026-04-23,Banerjee-Nagi,Phone 134,Electronics,Phone,1474,1940.62,431882,0.14,87.24,B
99,99,Delhi,374,46,2026-06-11,"Sangha, Datta and Kalita",Jacket 99,Clothing,Jacket,1147,1489.64,428978,0.14,87.37,B
186,186,Mumbai,98,24,2026-06-22,Madan Ltd,Headphones 186,Electronics,Headphones,4361,7507.72,427378,0.13,87.51,B
269,269,Delhi,150,67,2026-04-22,"Bali, Wason and Dhawan",Fan 269,Home,Fan,2836,5114.41,425400,0.13,87.64,B
34,34,Hyderabad,105,58,2026-06-12,Oommen-Gade,Fan 34,Home,Fan,4028,5321.27,422940,0.13,87.77,B
405,405,Mumbai,269,24,2026-06-12,Dey-Kumer,Jeans 405,Clothing,Jeans,1563,2793.71,420447,0.13,87.91,B
272,272,Mumbai,285,70,2026-05-01,"Sankaran, Dora and Chahal",Helmet 272,Sports,Helmet,1472,2231.84,419520,0.13,88.04,B
152,152,Mumbai,216,40,2026-07-09,"Radhakrishnan, Kaul and Subramaniam",Laptop 152,Electronics,Laptop,1941,3861.47,419256,0.13,88.17,B
45,45,Delhi,168,33,2026-05-26,Swamy-Kapoor,Phone 45,Electronics,Phone,2468,3501.8,414624,0.13,88.3,B
24,24,Bengaluru,261,52,2026-04-28,Kala-Batra,Gloves 24,Sports,Gloves,1588,2277.64,414468,0.13,88.43,B
223,223,Hyderabad,445,53,2026-06-24,Mall-Soman,Laptop 223,Electronics,Laptop,920,1444.55,409400,0.13,88.56,B
130,130,Bengaluru,93,44,2026-06-21,Ray-Buch,Cricket Bat 130,Sports,Cricket Bat,4371,6068.58,406503,0.13,88.69,B
264,264,Delhi,111,44,2026-06-03,Bahri PLC,Laptop 264,Electronics,Laptop,3555,6651.92,394605,0.12,88.82,B
366,366,Hyderabad,386,21,2026-05-29,Devi-Rout,Football 366,Sports,Football,1021,1631.33,394106,0.12,88.94,B
7,7,Bengaluru,152,44,2026-05-13,Andra Group,Helmet 7,Sports,Helmet,2591,4218.36,393832,0.12,89.06,B
247,247,Delhi,120,73,2026-07-14,"Lad, Dalal and Rajan",Tablet 247,Electronics,Tablet,3277,4117.65,393240,0.12,89.19,B
433,433,Delhi,197,59,2026-05-22,Minhas Inc,Gloves 433,Sports,Gloves,1995,2521.53,393015,0.12,89.31,B
93,93,Mumbai,271,38,2026-06-27,Devi-Kapadia,Helmet 93,Sports,Helmet,1444,2470.5,391324,0.12,89.44,B
369,369,Hyderabad,330,40,2026-07-08,"Sundaram, Krishna and Sengupta",Gloves 369,Sports,Gloves,1181,1962.64,389730,0.12,89.56,B
435,435,Delhi,135,31,2026-07-18,Walla Group,Headphones 435,Electronics,Headphones,2878,5054.81,388530,0.12,89.68,B
358,358,Delhi,196,55,2026-05-09,"Cherian, Barman and Rege",Shoes 358,Clothing,Shoes,1951,2503.91,382396,0.12,89.8,B
341,341,Bengaluru,219,30,2026-04-26,Kaul-Khare,Lamp 341,Home,Lamp,1733,2579.39,379527,0.12,89.92,B
16,16,Bengaluru,106,56,2026-06-10,"Balakrishnan, Murty and Sachdev",Table 16,Home,Table,3569,5880.82,378314,0.12,90.04,B
327,327,Bengaluru,109,60,2026-06-13,Nagar-Panchal,Table 327,Home,Table,3466,6004.4,377794,0.12,90.16,B
286,286,Mumbai,130,73,2026-04-30,"Patel, Lanka and Grewal",Laptop 286,Electronics,Laptop,2882,5573.02,374660,0.12,90.28,B
85,85,Mumbai,154,62,2026-06-25,Jhaveri and Sons,Phone 85,Electronics,Phone,2401,4243.32,369754,0.12,90.4,B
290,290,Delhi,415,30,2026-05-28,Cheema Ltd,Chair 290,Home,Chair,886,1768.76,367690,0.12,90.51,B
80,80,Hyderabad,257,65,2026-05-13,Shankar Inc,Headphones 80,Electronics,Headphones,1412,2660.86,362884,0.11,90.63,B
442,442,Hyderabad,155,76,2026-06-25,Garg Ltd,Gloves 442,Sports,Gloves,2330,4647.3,361150,0.11,90.74,B
133,133,Hyderabad,238,52,2026-05-17,Randhawa-Chadha,Jeans 133,Clothing,Jeans,1512,2439.86,359856,0.11,90.85,B
353,353,Bengaluru,214,73,2026-05-16,"Kanda, Luthra and Kapur",Tablet 353,Electronics,Tablet,1587,2392.95,339618,0.11,90.96,B
90,90,Bengaluru,453,64,2026-05-26,Zacharia Group,Jeans 90,Clothing,Jeans,748,1001.06,338844,0.11,91.07,B
476,476,Mumbai,116,69,2026-05-06,Pillai Inc,Helmet 476,Sports,Helmet,2858,4510.19,331528,0.1,91.17,B
171,171,Bengaluru,465,21,2026-07-02,"Loyal, Pai and Gour",Cricket Bat 171,Sports,Cricket Bat,711,908.13,330615,0.1,91.28,B
378,378,Bengaluru,92,31,2026-07-11,Sahota-Anne,Shirt 378,Clothing,Shirt,3585,4377.92,329820,0.1,91.38,B
260,260,Delhi,133,20,2026-05-25,Sur Ltd,Cricket Bat 260,Sports,Cricket Bat,2441,3135.74,324653,0.1,91.48,B
367,367,Hyderabad,73,51,2026-06-18,Zachariah-Basu,Shirt 367,Clothing,Shirt,4433,6776.89,323609,0.1,91.59,B
213,213,Mumbai,209,27,2026-06-12,"Mandal, Khanna and Prashad",Jacket 213,Clothing,Jacket,1548,2251.31,323532,0.1,91.69,B
172,172,Mumbai,378,40,2026-07-13,Sandhu-Suresh,Jacket 172,Clothing,Jacket,852,1437.19,322056,0.1,91.79,B
494,494,Hyderabad,76,75,2026-05-23,Vala-Aggarwal,Gloves 494,Sports,Gloves,4232,7588.66,321632,0.1,91.89,B
361,361,Hyderabad,296,56,2026-07-17,Mital-Varghese,Jeans 361,Clothing,Jeans,1085,1370.92,321160,0.1,91.99,B
127,127,Mumbai,99,43,2026-06-06,"Khatri, Deshmukh and Maharaj",Jacket 127,Clothing,Jacket,3187,4417.31,315513,0.1,92.09,B
312,312,Delhi,96,63,2026-06-20,Srinivasan-Mani,Chair 312,Home,Chair,3271,4950.68,314016,0.1,92.19,B
335,335,Delhi,147,41,2026-05-06,"Karpe, Purohit and Bakshi",Jeans 335,Clothing,Jeans,2111,2973.54,310317,0.1,92.29,B
419,419,Bengaluru,384,28,2026-07-19,Prashad LLC,Tablet 419,Electronics,Tablet,808,1246.34,310272,0.1,92.39,B
232,232,Delhi,192,72,2026-05-02,"Rege, Kothari and Bhargava",Table 232,Home,Table,1599,3078.4,307008,0.1,92.48,B
354,354,Hyderabad,135,26,2026-05-02,Kalita-Parmar,Chair 354,Home,Chair,2269,3903.89,306315,0.1,92.58,B
457,457,Delhi,215,75,2026-05-29,"Singhal, Chauhan and Mander",Chair 457,Home,Chair,1423,2309.83,305945,0.1,92.68,B
214,214,Mumbai,120,74,2026-06-19,Hari-Varty,Shoes 214,Clothing,Shoes,2540,3872.77,304800,0.1,92.77,B
448,448,Hyderabad,174,33,2026-06-11,Das Ltd,Headphones 448,Electronics,Headphones,1749,2638.41,304326,0.1,92.87,B
274,274,Delhi,240,77,2026-05-13,Mital and Sons,Shirt 274,Clothing,Shirt,1258,1970.1,301920,0.1,92.97,B
400,400,Bengaluru,172,51,2026-06-11,"Chaudhari, Pandey and Sarma",Gloves 400,Sports,Gloves,1740,2539.44,299280,0.09,93.06,B
59,59,Delhi,100,20,2026-06-01,Kari-Wali,Football 59,Sports,Football,2977,3842.45,297700,0.09,93.15,B
328,328,Delhi,129,22,2026-07-09,"Chandran, Suresh and Chaudhari",Lamp 328,Home,Lamp,2283,3969.69,294507,0.09,93.25,B
94,94,Mumbai,222,47,2026-05-10,Sani LLC,Football 94,Sports,Football,1306,2330.37,289932,0.09,93.34,B
444,444,Bengaluru,228,43,2026-07-17,"Cherian, Goswami and More",Laptop 444,Electronics,Laptop,1249,1919.33,284772,0.09,93.43,B
198,198,Hyderabad,351,48,2026-05-02,Randhawa-Zacharia,Helmet 198,Sports,Helmet,809,1538.56,283959,0.09,93.52,B
222,222,Hyderabad,299,34,2026-05-13,"Bhagat, Mitra and Choudhary",Chair 222,Home,Chair,933,1783.51,278967,0.09,93.61,B
201,201,Bengaluru,94,68,2026-06-08,Subramaniam-Dhar,Shoes 201,Clothing,Shoes,2923,3815.11,274762,0.09,93.69,B
108,108,Bengaluru,181,59,2026-05-05,Palla-Dass,Shoes 108,Clothing,Shoes,1490,1824.6,269690,0.09,93.78,B
55,55,Delhi,316,43,2026-05-13,"Lala, Krishnamurthy and Sastry",Helmet 55,Sports,Helmet,839,1226.5,265124,0.08,93.86,B
95,95,Mumbai,148,24,2026-07-06,Dhar Inc,Shirt 95,Clothing,Shirt,1770,2872.73,261960,0.08,93.94,B
137,137,Mumbai,68,33,2026-05-02,Mishra Group,Gloves 137,Sports,Gloves,3655,5495.37,248540,0.08,94.02,B
436,436,Bengaluru,83,47,2026-05-12,Lad Group,Gloves 436,Sports,Gloves,2986,4149.9,247838,0.08,94.1,B
229,229,Bengaluru,154,70,2026-05-01,Maharaj-Bhavsar,Phone 229,Electronics,Phone,1592,2467.9,245168,0.08,94.18,B
25,25,Mumbai,100,58,2026-06-13,Hora LLC,Headphones 25,Electronics,Headphones,2418,4516.99,241800,0.08,94.25,B
267,267,Mumbai,74,37,2026-05-05,Natarajan PLC,Laptop 267,Electronics,Laptop,3245,4913.14,240130,0.08,94.33,B
277,277,Delhi,283,69,2026-05-05,"Mallick, Wali and Setty",Football 277,Sports,Football,844,1553.74,238852,0.08,94.41,B
447,447,Delhi,90,59,2026-07-11,"Dutt, Karpe and Tandon",Gloves 447,Sports,Gloves,2635,5027.19,237150,0.07,94.48,B
6,6,Bengaluru,346,69,2026-05-27,Purohit Ltd,Chair 6,Home,Chair,678,1340.0,234588,0.07,94.55,B
463,463,Delhi,327,77,2026-05-17,"Kulkarni, Radhakrishnan and Virk",Lamp 463,Home,Lamp,697,1277.86,227919,0.07,94.63,B
287,287,Hyderabad,350,76,2026-04-23,"Vohra, Mann and Manne",Cricket Bat 287,Sports,Cricket Bat,650,1064.69,227500,0.07,94.7,B
205,205,Delhi,335,28,2026-06-13,"Nayar, Bera and Gole",Phone 205,Electronics,Phone,679,834.1,227465,0.07,94.77,B
253,253,Hyderabad,134,54,2026-07-10,Kulkarni-Sem,Jeans 253,Clothing,Jeans,1687,2794.04,226058,0.07,94.84,B
432,432,Hyderabad,314,68,2026-05-01,"Gupta, Anne and Singhal",Cricket Bat 432,Sports,Cricket Bat,707,941.71,221998,0.07,94.91,B
371,371,Mumbai,218,57,2026-04-27,Bhat and Sons,Football 371,Sports,Football,1013,1441.42,220834,0.07,94.98,B
446,446,Bengaluru,63,47,2026-05-23,"Talwar, Joshi and Sarma",Gloves 446,Sports,Gloves,3384,4866.85,213192,0.07,95.05,C
19,19,Delhi,199,21,2026-07-06,Naidu Inc,Table 19,Home,Table,1065,1498.37,211935,0.07,95.12,C
120,120,Bengaluru,329,25,2026-06-10,Ramaswamy LLC,Jacket 120,Clothing,Jacket,640,1011.26,210560,0.07,95.18,C
295,295,Delhi,87,37,2026-06-17,Dhaliwal Inc,Fan 295,Home,Fan,2383,4107.97,207321,0.07,95.25,C
118,118,Mumbai,95,78,2026-06-30,"Mital, Chandra and Thaker",Jacket 118,Clothing,Jacket,2181,3061.07,207195,0.07,95.31,C
482,482,Hyderabad,72,31,2026-06-03,"Vasa, Doshi and Varkey",Shoes 482,Clothing,Shoes,2830,5339.58,203760,0.06,95.38,C
131,131,Delhi,198,25,2026-06-02,"Bala, Manda and Sane",Phone 131,Electronics,Phone,1023,2033.99,202554,0.06,95.44,C
336,336,Mumbai,97,79,2026-06-12,Pau LLC,Shirt 336,Clothing,Shirt,2073,2616.21,201081,0.06,95.5,C
82,82,Delhi,50,37,2026-04-22,Gokhale Inc,Gloves 82,Sports,Gloves,4018,7052.23,200900,0.06,95.57,C
338,338,Delhi,51,39,2026-06-19,"Khurana, Halder and Sandhu",Lamp 338,Home,Lamp,3924,7152.23,200124,0.06,95.63,C
199,199,Bengaluru,78,49,2026-07-14,Tella-Palan,Lamp 199,Home,Lamp,2500,3454.01,195000,0.06,95.69,C
319,319,Hyderabad,63,27,2026-07-07,Bhatnagar and Sons,Helmet 319,Sports,Helmet,3062,3822.46,192906,0.06,95.75,C
344,344,Delhi,53,40,2026-05-23,Panchal Ltd,Football 344,Sports,Football,3629,4960.47,192337,0.06,95.81,C
383,383,Mumbai,141,59,2026-07-13,Sinha-Rana,Lamp 383,Home,Lamp,1362,2198.92,192042,0.06,95.87,C
368,368,Mumbai,98,39,2026-04-27,Joshi-Kothari,Table 368,Home,Table,1923,3699.76,188454,0.06,95.93,C
230,230,Hyderabad,320,40,2026-04-24,"Chawla, Manda and Warrior",Lamp 230,Home,Lamp,587,709.37,187840,0.06,95.99,C
291,291,Hyderabad,46,44,2026-06-26,Brar PLC,Jeans 291,Clothing,Jeans,4005,5326.69,184230,0.06,96.05,C
479,479,Bengaluru,290,35,2026-06-15,"Viswanathan, Savant and Raju",Fan 479,Home,Fan,625,824.19,181250,0.06,96.11,C
207,207,Hyderabad,113,35,2026-05-30,"Kala, Hegde and Memon",Cricket Bat 207,Sports,Cricket Bat,1600,2007.96,180800,0.06,96.17,C
141,141,Hyderabad,298,24,2026-05-10,Kanda and Sons,Tablet 141,Electronics,Tablet,605,1169.96,180290,0.06,96.22,C
343,343,Bengaluru,55,45,2026-05-13,"Koshy, Kala and Jhaveri",Fan 343,Home,Fan,3267,6354.17,179685,0.06,96.28,C
411,411,Hyderabad,44,63,2026-06-20,Mittal-Pathak,Shirt 411,Clothing,Shirt,4077,7074.42,179388,0.06,96.34,C
325,325,Mumbai,147,67,2026-07-20,Ramachandran and Sons,Shoes 325,Clothing,Shoes,1203,1861.13,176841,0.06,96.39,C
394,394,Bengaluru,162,79,2026-07-20,"Chand, Chaudhuri and Nair",Gloves 394,Sports,Gloves,1089,1972.82,176418,0.06,96.45,C
266,266,Bengaluru,84,78,2026-06-07,"Muni, Hegde and Dube",Helmet 266,Sports,Helmet,2090,2531.32,175560,0.06,96.5,C
302,302,Hyderabad,145,47,2026-06-04,Jaggi-Gala,Shirt 302,Clothing,Shirt,1170,1875.12,169650,0.05,96.56,C
296,296,Mumbai,265,40,2026-06-26,"Goda, Bir and Prashad",Shirt 296,Clothing,Shirt,640,983.79,169600,0.05,96.61,C
104,104,Delhi,167,39,2026-06-03,"Sharaf, Mane and Thaker",Shirt 104,Clothing,Shirt,1012,1327.7,169004,0.05,96.66,C
122,122,Delhi,33,65,2026-05-02,Parmer and Sons,Table 122,Home,Table,4980,6467.36,164340,0.05,96.72,C
170,170,Hyderabad,133,70,2026-04-28,"Sahni, Ramaswamy and Radhakrishnan",Chair 170,Home,Chair,1230,1956.47,163590,0.05,96.77,C
426,426,Bengaluru,234,79,2026-06-14,Kalla PLC,Shirt 426,Clothing,Shirt,682,1158.17,159588,0.05,96.82,C
63,63,Delhi,173,30,2026-05-18,"Tella, Bora and Samra",Cricket Bat 63,Sports,Cricket Bat,919,1481.18,158987,0.05,96.87,C
77,77,Hyderabad,45,69,2026-06-14,Memon-Chowdhury,Jeans 77,Clothing,Jeans,3530,5186.3,158850,0.05,96.92,C
263,263,Delhi,180,44,2026-05-19,"Swaminathan, Pant and Dalal",Lamp 263,Home,Lamp,880,1105.1,158400,0.05,96.97,C
107,107,Mumbai,75,25,2026-05-02,Jayaraman and Sons,Cricket Bat 107,Sports,Cricket Bat,2089,3617.31,156675,0.05,97.02,C
488,488,Bengaluru,226,21,2026-05-03,Dora-Wason,Shirt 488,Clothing,Shirt,693,955.13,156618,0.05,97.07,C
298,298,Mumbai,395,47,2026-04-22,Dutta LLC,Phone 298,Electronics,Phone,395,674.36,156025,0.05,97.12,C
81,81,Mumbai,115,22,2026-07-13,Sarna Group,Phone 81,Electronics,Phone,1346,1931.9,154790,0.05,97.16,C
101,101,Bengaluru,431,48,2026-05-27,"Mitter, Chatterjee and Wable",Chair 101,Home,Chair,357,621.41,153867,0.05,97.21,C
331,331,Delhi,32,21,2026-05-28,Devi PLC,Chair 331,Home,Chair,4776,8339.65,152832,0.05,97.26,C
326,326,Hyderabad,60,49,2026-05-05,"Bains, Vig and Patla",Laptop 326,Electronics,Laptop,2520,4976.81,151200,0.05,97.31,C
70,70,Mumbai,67,37,2026-05-13,Sridhar Group,Fan 70,Home,Fan,2247,2987.3,150549,0.05,97.36,C
350,350,Hyderabad,93,44,2026-06-29,Borde-De,Fan 350,Home,Fan,1588,2048.95,147684,0.05,97.4,C
20,20,Bengaluru,144,46,2026-05-22,Sandal-Modi,Headphones 20,Electronics,Headphones,1021,1514.85,147024,0.05,97.45,C
390,390,Mumbai,49,75,2026-06-19,Chandran Group,Cricket Bat 390,Sports,Cricket Bat,3000,4141.2,147000,0.05,97.5,C
2,2,Hyderabad,66,73,2026-06-03,Andra-D’Alia,Shirt 2,Clothing,Shirt,2225,2839.24,146850,0.05,97.54,C
438,438,Delhi,52,57,2026-06-29,Saran-Bali,Headphones 438,Electronics,Headphones,2793,4041.51,145236,0.05,97.59,C
237,237,Hyderabad,433,49,2026-05-03,Raval-Balay,Lamp 237,Home,Lamp,329,635.22,142457,0.04,97.63,C
431,431,Mumbai,357,42,2026-07-17,Narula PLC,Gloves 431,Sports,Gloves,397,656.29,141729,0.04,97.68,C
252,252,Delhi,33,35,2026-06-23,Dora LLC,Shoes 252,Clothing,Shoes,4203,5941.55,138699,0.04,97.72,C
416,416,Mumbai,42,39,2026-06-13,Date-Narayanan,Helmet 416,Sports,Helmet,3263,4080.73,137046,0.04,97.77,C
191,191,Delhi,160,38,2026-07-11,Sankar Group,Chair 191,Home,Chair,849,1097.7,135840,0.04,97.81,C
406,406,Hyderabad,238,78,2026-07-19,Dave-Mital,Fan 406,Home,Fan,568,852.92,135184,0.04,97.85,C
192,192,Hyderabad,86,39,2026-05-17,Bhat and Sons,Chair 192,Home,Chair,1558,2921.36,133988,0.04,97.89,C
396,396,Mumbai,119,24,2026-06-02,"Hora, Chakraborty and Bhatti",Headphones 396,Electronics,Headphones,1121,1485.07,133399,0.04,97.94,C
124,124,Hyderabad,222,78,2026-05-22,Mani and Sons,Cricket Bat 124,Sports,Cricket Bat,599,865.47,132978,0.04,97.98,C
