CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
2172,13,15,134839.82,4,4,3,443,Loyal Customers
2173,76,10,127386.95999999999,2,2,3,223,Regular Customers
2174,185,10,58606.54,1,2,1,121,At Risk
2175,31,10,114777.37999999999,3,2,3,323,Regular Customers
2176,63,12,199659.27,2,3,4,234,Big Spenders
2177,68,9,119846.96,2,2,3,223,Regular Customers
2178,47,7,55400.6,3,1,1,311,Regular Customers
2179,4,11,127880.61,4,3,3,433,Loyal Customers
2180,37,10,135214.51,3,2,3,323,Regular Customers
2181,83,6,32051.74,2,1,1,211,Regular Customers
2182,9,9,120823.65000000001,4,2,3,423,Regular Customers
2183,190,7,63924.17,1,1,1,111,At Risk
2184,52,8,63468.119999999995,2,1,1,211,Regular Customers
2185,143,4,51786.22,1,1,1,111,At Risk
2186,22,12,101510.2,3,3,2,332,Regular Customers
2187,41,10,93356.47,3,2,2,322,Regular Customers
2188,53,12,95795.7,2,3,2,232,Regular Customers
2189,71,14,150721.95,2,4,4,244,Big Spenders
2190,103,18,238489.91999999998,1,4,4,144,Big Spenders
2191,176,8,90997.03,1,1,2,112,At Risk
2192,137,15,180487.71,1,4,4,144,Big Spenders
2193,14,18,219359.53,4,4,4,444,Champions
2194,141,5,51313.810000000005,1,1,1,111,At Risk
2195,81,9,110045.25,2,2,3,223,Regular Customers
2196,163,6,62313.0,1,1,1,111,At Risk
2197,43,12,116368.4,3,3,3,333,Regular Customers
2198,1,16,204867.06,4,4,4,444,Champions
2199,17,8,68627.97,4,1,1,411,Regular Customers
2200,112,12,165293.1,1,3,4,134,Big Spenders
2201,35,10,139571.31,3,2,4,324,Big Spenders
2202,72,7,119442.69,2,1,3,213,Regular Customers
2203,127,9,107078.41,1,2,3,123,At Risk
2204,11,13,164663.36,4,4,4,444,Champions
2205,19,11,128986.16,4,3,3,433,Loyal Customers
2206,12,7,54957.08,4,1,1,411,Regular Customers
2207,100,12,131551.13,2,3,3,233,Regular Customers
2208,45,13,173594.22,3,4,4,344,Big Spenders
2209,74,9,113212.53,2,2,3,223,Regular Customers
2210,53,14,149775.36,2,4,4,244,Big Spenders
2211,73,13,132052.8,2,4,3,243,Regular Customers
2212,90,13,111729.73999999999,2,4,3,243,Regular Customers
2213,22,17,213788.33,3,4,4,344,Big Spenders
2214,92,13,110632.8,2,4,3,243,Regular Customers
2215,36,12,210049.14,3,3,4,334,Big Spenders
2216,3,15,192953.4,4,4,4,444,Champions
2217,43,10,130033.01,3,2,3,323,Regular Customers
2218,83,5,49182.94,2,1,1,211,Regular Customers
2219,2,11,125878.46,4,3,3,433,Loyal Customers
2220,55,12,165112.36000000002,2,3,4,234,Big Spenders
2221,3,10,96559.18,4,2,2,422,Regular Customers
2222,115,7,51650.11,1,1,1,111,At Risk
2223,22,10,98025.36,3,2,2,322,Regular Customers
2224,18,10,122634.81999999999,4,2,3,423,Regular Customers
2225,188,10,120182.25,1,2,3,123,At Risk
2226,225,3,38388.28,1,1,1,111,At Risk
2227,61,8,102203.73999999999,2,1,2,212,Regular Customers
2228,41,10,162266.24,3,2,4,324,Big Spenders
2229,48,8,84733.2,3,1,2,312,Regular Customers
2230,76,12,82255.01,2,3,2,232,Regular Customers
2231,237,7,88604.64,1,1,2,112,At Risk
2232,101,13,142868.96,2,4,4,244,Big Spenders
2233,211,5,60983.19,1,1,1,111,At Risk
2234,45,9,85212.18,3,2,2,322,Regular Customers
2235,43,6,70903.31,3,1,1,311,Regular Customers
2236,26,7,81153.05,3,1,2,312,Regular Customers
2237,101,10,80327.45,2,2,2,222,Regular Customers
2238,204,12,151975.28,1,3,4,134,Big Spenders
2239,97,11,131129.8,2,3,3,233,Regular Customers
2240,13,14,147097.37,4,4,4,444,Champions
2241,20,13,190623.07,4,4,4,444,Champions
2242,71,10,129832.84,2,2,3,223,Regular Customers
2243,71,7,75956.32,2,1,1,211,Regular Customers
2244,55,8,48152.07,2,1,1,211,Regular Customers
2245,79,10,101515.56,2,2,2,222,Regular Customers
2246,256,6,65533.93,1,1,1,111,At Risk
2247,26,11,128318.76,3,3,3,333,Regular Customers
2248,174,7,84005.28,1,1,2,112,At Risk
2249,40,6,32786.369999999995,3,1,1,311,Regular Customers
2250,351,3,24541.48,1,1,1,111,At Risk
2251,2,8,34619.38,4,1,1,411,Regular Customers
2252,36,11,70261.6,3,3,1,331,Regular Customers
2253,38,10,77997.2,3,2,2,322,Regular Customers
2254,148,9,102424.91,1,2,2,122,At Risk
2255,204,5,33917.520000000004,1,1,1,111,At Risk
2256,31,11,103875.97,3,3,2,332,Regular Customers
2257,49,6,85806.01999999999,3,1,2,312,Regular Customers
2258,89,9,150769.99,2,2,4,224,Big Spenders
2259,94,11,89679.31,2,3,2,232,Regular Customers
2260,401,4,7946.79,1,1,1,111,At Risk
2261,36,15,132588.38,3,4,3,343,Regular Customers
2262,114,11,91729.26000000001,1,3,2,132,At Risk
2263,78,13,181313.07,2,4,4,244,Big Spenders
2264,9,18,273282.0,4,4,4,444,Champions
2265,20,10,93966.02,4,2,2,422,Regular Customers
2266,100,10,82568.74,2,2,2,222,Regular Customers
2267,70,14,217034.82,2,4,4,244,Big Spenders
2268,20,12,161652.27,4,3,4,434,Loyal Customers
2269,100,11,159720.19,2,3,4,234,Big Spenders
2270,8,7,82550.05,4,1,2,412,Regular Customers
2271,94,9,68373.77,2,2,1,221,Regular Customers
2272,210,5,59337.17,1,1,1,111,At Risk
2273,7,14,148303.28,4,4,4,444,Champions
2274,131,7,96596.04000000001,1,1,2,112,At Risk
2275,8,11,143430.98,4,3,4,434,Loyal Customers
2276,114,12,142904.6,1,3,4,134,Big Spenders
2277,13,11,154581.59,4,3,4,434,Loyal Customers
2278,83,8,74091.34,2,1,1,211,Regular Customers
2279,4,15,208374.96,4,4,4,444,Champions
2280,42,11,156507.28,3,3,4,334,Big Spenders
2281,156,9,111143.26,1,2,3,123,At Risk
2282,36,14,101953.17,3,4,2,342,Regular Customers
2283,171,8,61980.5,1,1,1,111,At Risk
2284,63,9,90996.56,2,2,2,222,Regular Customers
2285,7,9,110415.48,4,2,3,423,Regular Customers
2286,26,14,151844.96,3,4,4,344,Big Spenders
2287,82,13,184409.44,2,4,4,244,Big Spenders
2288,11,14,168824.43,4,4,4,444,Champions
2289,61,16,157039.04,2,4,4,244,Big Spenders
2290,8,10,111768.11,4,2,3,423,Regular Customers
2291,251,5,89747.27,1,1,2,112,At Risk
2292,58,14,185553.18,2,4,4,244,Big Spenders
2293,40,15,137899.84,3,4,4,344,Big Spenders
2294,84,7,86786.51,2,1,2,212,Regular Customers
2295,5,12,67985.0,4,3,1,431,Loyal Customers
2296,33,12,120285.6,3,3,3,333,Regular Customers
2297,115,10,107831.61,1,2,3,123,At Risk
2298,4,11,116709.75,4,3,3,433,Loyal Customers
2299,75,10,137182.26,2,2,4,224,Big Spenders
2300,29,10,201879.55,3,2,4,324,Big Spenders
2301,25,11,118146.99,3,3,3,333,Regular Customers
2302,199,6,58497.2,1,1,1,111,At Risk
2303,233,8,104198.78,1,1,2,112,At Risk
2304,66,10,92529.7,2,2,2,222,Regular Customers
2305,209,7,85912.73000000001,1,1,2,112,At Risk
2306,153,11,118996.11,1,3,3,133,At Risk
2307,40,13,174617.11,3,4,4,344,Big Spenders
2308,13,14,103260.83,4,4,2,442,Loyal Customers
2309,151,9,114651.01000000001,1,2,3,123,At Risk
2310,67,8,85868.18000000001,2,1,2,212,Regular Customers
2311,1,8,66766.20999999999,4,1,1,411,Regular Customers
2312,38,11,128166.08,3,3,3,333,Regular Customers
2313,33,17,213321.16,3,4,4,344,Big Spenders
2314,2,9,97961.4,4,2,2,422,Regular Customers
2315,258,8,74279.79,1,1,1,111,At Risk
2316,2,13,153393.85,4,4,4,444,Champions
2317,149,7,46093.11,1,1,1,111,At Risk
2318,15,12,127554.77,4,3,3,433,Loyal Customers
2319,123,7,95457.47,1,1,2,112,At Risk
2320,177,11,77701.78,1,3,2,132,At Risk
2321,10,16,145052.48,4,4,4,444,Champions
2322,52,17,135678.42,2,4,3,243,Regular Customers
2323,29,20,252575.69,3,4,4,344,Big Spenders
2324,27,11,151485.73,3,3,4,334,Big Spenders
2325,1,16,192894.85,4,4,4,444,Champions
2326,35,16,160118.68,3,4,4,344,Big Spenders
2327,26,11,102374.65,3,3,2,332,Regular Customers
2328,110,12,72715.65,1,3,1,131,At Risk
2329,113,12,115244.47,1,3,3,133,At Risk
2330,26,12,147600.88,3,3,4,334,Big Spenders
2331,192,10,86947.95999999999,1,2,2,122,At Risk
2332,156,6,89829.47,1,1,2,112,At Risk
2333,149,7,60770.07,1,1,1,111,At Risk
2334,162,8,77485.74,1,1,2,112,At Risk
2335,4,11,78698.75,4,3,2,432,Loyal Customers
2336,10,10,95821.7,4,2,2,422,Regular Customers
2337,236,5,50409.53,1,1,1,111,At Risk
2338,15,10,125199.16,4,2,3,423,Regular Customers
2339,53,12,130056.22,2,3,3,233,Regular Customers
2340,38,13,154429.3,3,4,4,344,Big Spenders
2341,82,7,122976.16,2,1,3,213,Regular Customers
2342,9,15,218682.29,4,4,4,444,Champions
2343,89,11,87762.54,2,3,2,232,Regular Customers
2344,7,7,69784.23,4,1,1,411,Regular Customers
2345,96,9,118718.0,2,2,3,223,Regular Customers
2346,1,13,107905.08,4,4,3,443,Loyal Customers
2347,3,11,177259.41,4,3,4,434,Loyal Customers
2348,53,5,117462.95999999999,2,1,3,213,Regular Customers
2349,7,14,117652.85,4,4,3,443,Loyal Customers
2350,101,5,42578.98,2,1,1,211,Regular Customers
2351,60,10,98753.76999999999,2,2,2,222,Regular Customers
2352,22,8,114355.86,3,1,3,313,Regular Customers
2353,109,13,145236.7,1,4,4,144,Big Spenders
2354,79,6,75620.79,2,1,1,211,Regular Customers
2355,108,15,143962.91,1,4,4,144,Big Spenders
2356,25,4,35646.090000000004,3,1,1,311,Regular Customers
2357,36,10,109903.17,3,2,3,323,Regular Customers
2358,3,7,116591.98999999999,4,1,3,413,Regular Customers
2359,23,10,102073.65,3,2,2,322,Regular Customers
2360,208,3,39553.770000000004,1,1,1,111,At Risk
2361,174,5,43395.89,1,1,1,111,At Risk
2362,72,10,69501.92,2,2,1,221,Regular Customers
2363,4,11,98986.42,4,3,2,432,Loyal Customers
2364,21,9,22317.489999999998,4,2,1,421,Regular Customers
2365,83,5,72395.13,2,1,1,211,Regular Customers
2366,24,11,102621.76,3,3,2,332,Regular Customers
2367,65,14,201817.22,2,4,4,244,Big Spenders
2368,4,12,154253.16,4,3,4,434,Loyal Customers
2369,22,7,68847.93,3,1,1,311,Regular Customers
2370,16,7,71959.03,4,1,1,411,Regular Customers
2371,65,11,88633.05,2,3,2,232,Regular Customers
2372,107,6,49496.73,1,1,1,111,At Risk
2373,58,8,74990.28,2,1,1,211,Regular Customers
2374,75,9,87341.18000000001,2,2,2,222,Regular Customers
2375,19,11,144991.2,4,3,4,434,Loyal Customers
2376,112,6,60983.28,1,1,1,111,At Risk
2377,63,11,119487.74,2,3,3,233,Regular Customers
2378,84,15,177881.09,2,4,4,244,Big Spenders
2379,123,7,97021.43,1,1,2,112,At Risk
2380,61,9,80073.78,2,2,2,222,Regular Customers
2381,222,11,94335.57,1,3,2,132,At Risk
2382,26,14,153365.87,3,4,4,344,Big Spenders
2383,78,4,32816.35,2,1,1,211,Regular Customers
2384,1,13,139819.55,4,4,4,444,Champions
2385,195,10,132046.69,1,2,3,123,At Risk
2386,23,12,109494.76,3,3,3,333,Regular Customers
2387,97,11,146240.16999999998,2,3,4,234,Big Spenders
2388,18,12,149501.93,4,3,4,434,Loyal Customers
2389,102,10,77836.54000000001,2,2,2,222,Regular Customers
2390,115,11,76607.28,1,3,1,131,At Risk
2391,131,10,124829.73000000001,1,2,3,123,At Risk
2392,11,13,156067.18,4,4,4,444,Champions
2393,16,13,148263.64,4,4,4,444,Champions
2394,61,11,132534.44,2,3,3,233,Regular Customers
2395,26,12,140140.97,3,3,4,334,Big Spenders
2396,2,14,189281.48,4,4,4,444,Champions
2397,10,9,111450.26000000001,4,2,3,423,Regular Customers
2398,105,7,63902.95,1,1,1,111,At Risk
2399,118,6,59391.94,1,1,1,111,At Risk
2400,58,13,147532.71,2,4,4,244,Big Spenders
2401,256,8,37458.369999999995,1,1,1,111,At Risk
2402,15,11,94177.99,4,3,2,432,Loyal Customers
2403,8,12,167545.34,4,3,4,434,Loyal Customers
2404,54,8,52580.44,2,1,1,211,Regular Customers
2405,41,13,142854.74,3,4,4,344,Big Spenders
2406,21,10,86637.41,4,2,2,422,Regular Customers
2407,13,10,182356.89,4,2,4,424,Big Spenders
2408,298,6,58065.979999999996,1,1,1,111,At Risk
2409,11,13,106446.06,4,4,3,443,Loyal Customers
2410,30,10,114913.09,3,2,3,323,Regular Customers
2411,22,11,85950.04000000001,3,3,2,332,Regular Customers
2412,113,10,121237.12,1,2,3,123,At Risk
2413,3,15,154382.07,4,4,4,444,Champions
2414,170,11,134474.19,1,3,3,133,At Risk
2415,24,14,130477.52,3,4,3,343,Regular Customers
2416,234,8,48047.33,1,1,1,111,At Risk
2417,54,10,132267.06,2,2,3,223,Regular Customers
2418,71,13,131915.49,2,4,3,243,Regular Customers
2419,252,5,66128.70999999999,1,1,1,111,At Risk
2420,26,6,53160.85,3,1,1,311,Regular Customers
2421,10,8,86341.5,4,1,2,412,Regular Customers
2422,5,14,106865.76,4,4,3,443,Loyal Customers
2423,160,10,74040.62,1,2,1,121,At Risk
2424,120,8,80759.20999999999,1,1,2,112,At Risk
2425,308,7,87572.63,1,1,2,112,At Risk
2426,113,7,85980.69,1,1,2,112,At Risk
2427,84,10,60280.89,2,2,1,221,Regular Customers
2428,2,11,189405.13999999998,4,3,4,434,Loyal Customers
2429,16,11,107320.76000000001,4,3,3,433,Loyal Customers
2430,23,10,67381.41,3,2,1,321,Regular Customers
2431,26,7,46671.78,3,1,1,311,Regular Customers
2432,49,13,108264.73,3,4,3,343,Regular Customers
2433,402,4,17994.739999999998,1,1,1,111,At Risk
2434,2,11,166488.15,4,3,4,434,Loyal Customers
2435,125,7,64883.149999999994,1,1,1,111,At Risk
2436,179,9,143380.57,1,2,4,124,Big Spenders
2437,44,9,98597.63,3,2,2,322,Regular Customers
2438,20,5,37996.270000000004,4,1,1,411,Regular Customers
2439,38,7,121461.82,3,1,3,313,Regular Customers
2440,15,4,47813.07,4,1,1,411,Regular Customers
2441,90,16,136577.75,2,4,4,244,Big Spenders
2442,26,14,167039.80000000002,3,4,4,344,Big Spenders
2443,6,5,43363.93,4,1,1,411,Regular Customers
2444,2,10,151644.16999999998,4,2,4,424,Big Spenders
2445,14,18,192087.85,4,4,4,444,Champions
2446,32,7,77530.08,3,1,2,312,Regular Customers
2447,2,14,122565.84,4,4,3,443,Loyal Customers
2448,123,11,129728.53,1,3,3,133,At Risk
2449,46,10,80592.44,3,2,2,322,Regular Customers
2450,126,9,77084.96,1,2,2,122,At Risk
2451,4,4,33721.55,4,1,1,411,Regular Customers
2452,58,5,55532.89,2,1,1,211,Regular Customers
2453,121,11,138875.69999999998,1,3,4,134,Big Spenders
2454,124,8,81499.87,1,1,2,112,At Risk
2455,161,7,76701.04000000001,1,1,1,111,At Risk
2456,6,12,132528.84,4,3,3,433,Loyal Customers
2457,49,9,98770.51999999999,3,2,2,322,Regular Customers
2458,68,9,119077.74,2,2,3,223,Regular Customers
2459,41,15,121489.7,3,4,3,343,Regular Customers
2460,242,5,41041.770000000004,1,1,1,111,At Risk
2461,81,13,179919.41999999998,2,4,4,244,Big Spenders
2462,98,5,81230.27,2,1,2,212,Regular Customers
2463,116,10,112093.75,1,2,3,123,At Risk
2464,99,9,104681.5,2,2,3,223,Regular Customers
2465,68,12,136038.19,2,3,4,234,Big Spenders
2466,53,13,142155.76,2,4,4,244,Big Spenders
2467,15,11,159455.25,4,3,4,434,Loyal Customers
2468,71,5,85081.51999999999,2,1,2,212,Regular Customers
2469,98,13,145042.36,2,4,4,244,Big Spenders
2470,21,12,154908.17,4,3,4,434,Loyal Customers
2471,43,8,74424.0,3,1,1,311,Regular Customers
2472,4,15,132853.44,4,4,3,443,Loyal Customers
2473,117,9,99100.5,1,2,2,122,At Risk
2474,96,9,89882.76,2,2,2,222,Regular Customers
2475,24,8,107896.94,3,1,3,313,Regular Customers
2476,241,2,11058.130000000001,1,1,1,111,At Risk
2477,5,9,118894.27,4,2,3,423,Regular Customers
2478,112,7,89908.68,1,1,2,112,At Risk
2479,134,8,65074.56,1,1,1,111,At Risk
2480,17,9,127197.55,4,2,3,423,Regular Customers
2481,89,12,125477.75,2,3,3,233,Regular Customers
2482,29,13,173891.38,3,4,4,344,Big Spenders
2483,48,10,122339.39,3,2,3,323,Regular Customers
2484,39,10,70445.28,3,2,1,321,Regular Customers
2485,130,10,134679.99,1,2,3,123,At Risk
2486,113,11,128246.66,1,3,3,133,At Risk
2487,2,11,114295.06,4,3,3,433,Loyal Customers
2488,2,7,100326.56999999999,4,1,2,412,Regular Customers
2489,65,7,124932.39,2,1,3,213,Regular Customers
2490,56,12,80581.45,2,3,2,232,Regular Customers
2491,1,6,65981.82,4,1,1,411,Regular Customers
2492,7,6,68696.47,4,1,1,411,Regular Customers
2493,51,6,49939.450000000004,3,1,1,311,Regular Customers
2494,150,13,110069.38,1,4,3,143,At Risk
2495,64,18,153588.03,2,4,4,244,Big Spenders
2496,162,7,63250.54,1,1,1,111,At Risk
2497,26,12,109155.12000000001,3,3,3,333,Regular Customers
2498,94,8,96655.64,2,1,2,212,Regular Customers
2499,58,5,37079.92,2,1,1,211,Regular Customers
2500,141,7,66611.39,1,1,1,111,At Risk
2501,268,7,42383.07,1,1,1,111,At Risk
2502,22,4,33971.43,3,1,1,311,Regular Customers
2503,52,10,147280.86,2,2,4,224,Big Spenders
2504,10,9,104895.63,4,2,3,423,Regular Customers
2505,118,9,98100.54999999999,1,2,2,122,At Risk
2506,246,11,96027.39,1,3,2,132,At Risk
2507,72,8,53504.36,2,1,1,211,Regular Customers
2508,267,6,67797.4,1,1,1,111,At Risk
2509,12,8,81395.54,4,1,2,412,Regular Customers
2510,8,10,114784.14,4,2,3,423,Regular Customers
2511,228,4,41278.09,1,1,1,111,At Risk
2512,129,9,77461.44,1,2,2,122,At Risk
2513,2,12,114427.89,4,3,3,433,Loyal Customers
2514,128,10,106496.95,1,2,3,123,At Risk
2515,202,6,43710.689999999995,1,1,1,111,At Risk
2516,6,12,166169.28,4,3,4,434,Loyal Customers
2517,78,7,61782.51,2,1,1,211,Regular Customers
2518,134,9,98405.34,1,2,2,122,At Risk
2519,40,8,41943.33,3,1,1,311,Regular Customers
2520,62,7,82111.81999999999,2,1,2,212,Regular Customers
2521,58,10,107872.68000000001,2,2,3,223,Regular Customers
2522,83,9,77985.55,2,2,2,222,Regular Customers
2523,129,6,57080.86,1,1,1,111,At Risk
2524,10,13,165576.36,4,4,4,444,Champions
2525,69,8,120582.81,2,1,3,213,Regular Customers
2526,134,9,138162.13,1,2,4,124,Big Spenders
2527,1,10,170180.5,4,2,4,424,Big Spenders
2528,191,6,61061.39,1,1,1,111,At Risk
2529,62,7,66383.69,2,1,1,211,Regular Customers
2530,57,8,82854.38,2,1,2,212,Regular Customers
2531,63,10,97763.48,2,2,2,222,Regular Customers
2532,103,10,116225.19,1,2,3,123,At Risk
2533,107,13,128849.14,1,4,3,143,At Risk
2534,168,12,161141.62,1,3,4,134,Big Spenders
2535,142,11,129778.91,1,3,3,133,At Risk
2536,24,9,59141.659999999996,3,2,1,321,Regular Customers
2537,72,8,112114.23,2,1,3,213,Regular Customers
2538,25,8,96529.94,3,1,2,312,Regular Customers
2539,48,5,98827.81,3,1,2,312,Regular Customers
2540,28,8,121633.05,3,1,3,313,Regular Customers
2541,118,11,167225.94999999998,1,3,4,134,Big Spenders
2542,60,7,83123.92,2,1,2,212,Regular Customers
2543,17,8,111703.45999999999,4,1,3,413,Regular Customers
2544,34,12,115369.71,3,3,3,333,Regular Customers
2545,19,16,181195.67,4,4,4,444,Champions
2546,10,7,84452.16,4,1,2,412,Regular Customers
2547,104,7,44188.45,1,1,1,111,At Risk
2548,2,8,82260.45,4,1,2,412,Regular Customers
2549,82,12,133629.17,2,3,3,233,Regular Customers
2550,185,9,106394.9,1,2,3,123,At Risk
2551,17,16,199580.19,4,4,4,444,Champions
2552,80,8,87935.72,2,1,2,212,Regular Customers
2553,48,9,53570.020000000004,3,2,1,321,Regular Customers
2554,214,9,94158.54000000001,1,2,2,122,At Risk
2555,77,9,135504.28,2,2,3,223,Regular Customers
2556,89,7,34291.04,2,1,1,211,Regular Customers
2557,12,14,155004.21,4,4,4,444,Champions
2558,149,7,64288.03,1,1,1,111,At Risk
2559,150,9,101595.54000000001,1,2,2,122,At Risk
2560,66,10,86356.4,2,2,2,222,Regular Customers
2561,3,13,112660.20999999999,4,4,3,443,Loyal Customers
2562,14,7,69752.31999999999,4,1,1,411,Regular Customers
2563,59,7,53070.979999999996,2,1,1,211,Regular Customers
2564,202,7,70745.65,1,1,1,111,At Risk
2565,99,8,71378.68,2,1,1,211,Regular Customers
2566,11,11,117498.23999999999,4,3,3,433,Loyal Customers
2567,77,11,130365.94,2,3,3,233,Regular Customers
2568,51,13,169679.18,3,4,4,344,Big Spenders
2569,3,16,214256.68,4,4,4,444,Champions
2570,3,8,108002.38,4,1,3,413,Regular Customers
2571,26,18,222897.11,3,4,4,344,Big Spenders
2572,37,9,133427.66,3,2,3,323,Regular Customers
2573,234,9,58219.270000000004,1,2,1,121,At Risk
2574,101,8,97893.23000000001,2,1,2,212,Regular Customers
2575,43,7,67876.55,3,1,1,311,Regular Customers
2576,71,7,59375.899999999994,2,1,1,211,Regular Customers
2577,8,7,43774.38,4,1,1,411,Regular Customers
2578,11,11,114362.11,4,3,3,433,Loyal Customers
2579,13,9,53666.09,4,2,1,421,Regular Customers
2580,52,3,44237.36,2,1,1,211,Regular Customers
2581,66,5,38098.04,2,1,1,211,Regular Customers
2582,48,6,56132.76,3,1,1,311,Regular Customers
2583,84,12,115762.4,2,3,3,233,Regular Customers
2584,16,9,120682.70000000001,4,2,3,423,Regular Customers
2585,62,4,21675.57,2,1,1,211,Regular Customers
2586,8,8,136462.27,4,1,4,414,Big Spenders
2587,58,7,80313.39,2,1,2,212,Regular Customers
2588,8,15,172918.66999999998,4,4,4,444,Champions
2589,62,8,97941.70999999999,2,1,2,212,Regular Customers
2590,113,11,100107.88,1,3,2,132,At Risk
2591,421,7,101674.74,1,1,2,112,At Risk
2592,41,6,91386.38,3,1,2,312,Regular Customers
2593,8,10,109287.84999999999,4,2,3,423,Regular Customers
2594,21,10,166100.91,4,2,4,424,Big Spenders
2595,9,15,213028.26,4,4,4,444,Champions
2596,199,7,52385.89,1,1,1,111,At Risk
2597,112,9,70584.73,1,2,1,121,At Risk
2598,69,8,58616.66,2,1,1,211,Regular Customers
2599,92,9,140694.53,2,2,4,224,Big Spenders
2600,35,11,157446.21,3,3,4,334,Big Spenders
2601,172,6,72738.34,1,1,1,111,At Risk
2602,95,8,52110.58,2,1,1,211,Regular Customers
2603,80,5,53020.02,2,1,1,211,Regular Customers
2604,101,6,106899.01,2,1,3,213,Regular Customers
2605,21,9,150407.91,4,2,4,424,Big Spenders
2606,43,7,84510.78,3,1,2,312,Regular Customers
2607,30,8,92610.42,3,1,2,312,Regular Customers
2608,36,6,73983.34,3,1,1,311,Regular Customers
2609,10,18,155554.39,4,4,4,444,Champions
2610,55,11,136215.54,2,3,4,234,Big Spenders
2611,108,11,117549.3,1,3,3,133,At Risk
2612,69,9,108734.73000000001,2,2,3,223,Regular Customers
2613,166,10,107391.56999999999,1,2,3,123,At Risk
2614,49,10,83345.59,3,2,2,322,Regular Customers
2615,161,7,72694.56999999999,1,1,1,111,At Risk
2616,34,12,132965.78,3,3,3,333,Regular Customers
2617,64,9,108787.38,2,2,3,223,Regular Customers
2618,62,8,68546.34,2,1,1,211,Regular Customers
2619,51,7,50778.55,3,1,1,311,Regular Customers
2620,135,13,205093.37,1,4,4,144,Big Spenders
2621,158,15,176707.16,1,4,4,144,Big Spenders
2622,193,12,155486.63,1,3,4,134,Big Spenders
2623,11,13,126744.36,4,4,3,443,Loyal Customers
2624,171,6,116047.07999999999,1,1,3,113,At Risk
2625,5,11,109641.59,4,3,3,433,Loyal Customers
2626,20,8,40925.1,4,1,1,411,Regular Customers
2627,6,13,127808.49,4,4,3,443,Loyal Customers
2628,188,1,10395.15,1,1,1,111,At Risk
2629,66,9,101029.9,2,2,2,222,Regular Customers
2630,150,13,167799.27,1,4,4,144,Big Spenders
2631,16,9,121211.51000000001,4,2,3,423,Regular Customers
2632,50,10,133859.91,3,2,3,323,Regular Customers
2633,116,10,92065.64,1,2,2,122,At Risk
2634,42,12,132937.46,3,3,3,333,Regular Customers
2635,4,8,76583.12,4,1,1,411,Regular Customers
2636,81,15,160901.56,2,4,4,244,Big Spenders
2637,23,17,201386.06,3,4,4,344,Big Spenders
2638,29,11,109511.19,3,3,3,333,Regular Customers
2639,95,11,90655.17,2,3,2,232,Regular Customers
2640,170,6,88068.51,1,1,2,112,At Risk
2641,26,11,83211.56,3,3,2,332,Regular Customers
2642,129,4,14721.07,1,1,1,111,At Risk
2643,138,7,51467.46,1,1,1,111,At Risk
2644,95,9,65985.19,2,2,1,221,Regular Customers
2645,142,7,67133.06,1,1,1,111,At Risk
2646,135,16,166904.56,1,4,4,144,Big Spenders
2647,102,4,62917.729999999996,2,1,1,211,Regular Customers
2648,198,8,53562.8,1,1,1,111,At Risk
2649,69,9,83837.56,2,2,2,222,Regular Customers
2650,39,11,101245.18,3,3,2,332,Regular Customers
2651,120,11,271819.99,1,3,4,134,Big Spenders
2652,105,9,101929.29,1,2,2,122,At Risk
2653,70,8,106116.53,2,1,3,213,Regular Customers
2654,24,17,183209.79,3,4,4,344,Big Spenders
2655,152,8,84924.8,1,1,2,112,At Risk
2656,16,7,89513.05,4,1,2,412,Regular Customers
2657,137,9,62892.41,1,2,1,121,At Risk
2658,99,10,161496.09,2,2,4,224,Big Spenders
2659,44,10,131602.91999999998,3,2,3,323,Regular Customers
2660,157,13,209605.19,1,4,4,144,Big Spenders
2661,24,14,157773.36,3,4,4,344,Big Spenders
2662,46,9,107757.84,3,2,3,323,Regular Customers
2663,69,11,94707.36,2,3,2,232,Regular Customers
2664,175,8,86786.37,1,1,2,112,At Risk
2665,13,7,57655.369999999995,4,1,1,411,Regular Customers
2666,5,12,146836.36,4,3,4,434,Loyal Customers
2667,100,8,73588.59,2,1,1,211,Regular Customers
2668,11,9,121401.14,4,2,3,423,Regular Customers
2669,270,6,32607.92,1,1,1,111,At Risk
2670,44,9,78099.99,3,2,2,322,Regular Customers
2671,107,9,70463.46,1,2,1,121,At Risk
2672,102,9,115480.04,2,2,3,223,Regular Customers
2673,35,7,64923.22,3,1,1,311,Regular Customers
2674,4,7,48648.72,4,1,1,411,Regular Customers
2675,116,12,160624.47999999998,1,3,4,134,Big Spenders
2676,127,9,93331.88,1,2,2,122,At Risk
2677,170,9,103706.75,1,2,2,122,At Risk
2678,107,7,59531.82,1,1,1,111,At Risk
2679,111,9,97767.19,1,2,2,122,At Risk
2680,19,13,186778.23,4,4,4,444,Champions
2681,318,5,74189.83,1,1,1,111,At Risk
2682,93,12,167438.16,2,3,4,234,Big Spenders
2683,32,12,129406.70999999999,3,3,3,333,Regular Customers
2684,136,11,124943.98,1,3,3,133,At Risk
2685,78,9,126529.95000000001,2,2,3,223,Regular Customers
2686,22,15,160092.54,3,4,4,344,Big Spenders
2687,80,9,125442.84,2,2,3,223,Regular Customers
2688,110,7,42745.07,1,1,1,111,At Risk
2689,5,9,143647.82,4,2,4,424,Big Spenders
